claim_number,age_of_driver,safety_rating,annual_income,high_education,address_change,zip_code,claim_date,past_num_of_claims,liab_prct,police_report,age_of_vehicle,vehicle_price,total_claim,injury_claim,policy_deductible,annual_premium,days_open,form_defects,gender_M,marital_status_0,marital_status_1,property_status_Rent,claim_day_of_week_Friday,claim_day_of_week_Monday,claim_day_of_week_Saturday,claim_day_of_week_Sunday,claim_day_of_week_Thursday,claim_day_of_week_Tuesday,claim_day_of_week_Wednesday,accident_site_Local,accident_site_Parking Lot,witness_present_0,witness_present_1,channel_Online,channel_Phone,vehicle_category_Large,vehicle_category_Medium,vehicle_color_blue,vehicle_color_gray,vehicle_color_other,vehicle_color_red,vehicle_color_silver,vehicle_color_white,fraud_reported_Y
468052992,56,81,64409.6,0,1,15057,,0,77,0,2.0,8158.226025,26197.01908,4597.18694,1000,1726.91,9.622837451,5,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
468073728,45,84,60915.2,0,0,50022,2024-03-02,0,80,1,6.0,72308.69176,25463.20923,5860.17918,500,1232.57,10.77843654,2,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
468301824,51,88,82908.8,1,1,50001,,0,86,1,7.0,10754.22191,26751.44606,6539.467821,2000,1246.68,8.964461305,9,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False
468322560,54,82,63816.0,1,1,85072,,0,97,0,7.0,28384.26846,9503.875442,3049.244804,1000,1622.67,10.49156057,1,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
468384768,43,87,60140.8,0,0,50011,2023-04-12,0,63,1,4.0,17087.2108,19692.35522,8079.81504,500,1354.2,13.22314121,5,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True
468426240,51,74,62908.8,1,0,15007,,1,94,0,7.0,14076.71047,15010.5569,4229.891301,500,1055.6,11.79685467,2,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
468446976,55,72,64113.6,1,0,20134,2023-05-12,0,51,0,6.0,36619.77102,12835.53463,3265.110854,1000,999.43,10.10112511,5,True,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
468529920,54,84,63793.6,1,1,15056,,0,50,1,5.0,46411.55491,51993.09047,6716.261762,2000,1155.97,10.4286649,3,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
468571392,43,91,60174.4,1,1,85060,,0,100,0,7.0,7236.477131,35742.16923,3550.809273,1000,1726.91,11.64822053,4,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False
468592128,31,94,54969.6,0,1,15010,2024-01-09,0,52,1,4.0,37720.51721,31296.56984,4876.009617,500,1232.57,11.54867459,2,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
468799488,41,65,59416.0,0,0,85073,2024-04-03,0,67,1,6.0,51995.73768,22564.18186,2547.687537,2000,1246.68,10.75696383,7,True,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False
469152000,47,53,61619.2,0,0,0,,0,34,0,3.0,25062.52197,20554.99018,4960.178768,500,1055.6,8.925024974,2,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
469214208,36,68,57307.2,0,0,15012,2023-09-11,0,48,1,5.0,15259.43539,31260.23688,4399.388157,1000,1726.91,9.335721768,3,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True
469400832,40,86,59011.2,0,1,15014,2024-04-02,0,20,1,8.0,17800.15372,15661.71227,4328.974906,500,1078.65,10.17412555,3,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
469525248,33,91,55937.6,0,1,50021,,1,50,1,5.0,22518.62098,41506.85413,7052.230362,500,1518.54,8.584213,5,False,False,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True
469608192,38,72,58198.4,1,1,80045,,0,50,0,7.0,9871.124581,15380.96666,11728.19485,2000,1246.68,8.222615736,0,True,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False
469649664,48,83,61969.6,1,1,15049,2024-05-02,0,51,1,2.0,42468.13149,14510.22715,5966.426893,1000,1622.67,9.869032225,2,True,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False
469691136,48,83,61921.6,1,1,85006,,2,76,0,1.0,12749.73229,16481.83523,7419.365831,500,1082.36,8.621652435,7,True,False,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True
469711872,39,66,58612.8,1,1,20109,2024-03-11,0,7,0,2.0,34798.47381,9034.763665,2974.88972,500,1354.2,10.99275295,7,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
469794816,47,23,61614.4,1,1,80022,,1,60,1,3.0,15963.79161,41319.94933,12230.91096,500,1055.6,9.230058063,4,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
470064384,35,82,56849.6,1,0,50002,2024-11-04,0,50,1,4.0,25554.78006,7308.703882,8690.890186,500,1232.57,10.0705342,3,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
470147328,52,76,63216.0,0,0,20102,,3,1,1,5.0,15011.58294,40078.40119,7577.584945,1000,1324.78,8.112357594,6,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
470230272,43,68,60185.6,1,1,20120,,0,19,0,8.0,16129.69502,8913.42953,3072.519227,500,1518.54,11.31038381,8,False,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
470271744,40,78,58996.8,1,1,20151,2024-06-03,0,3,0,6.0,22655.59315,15430.58451,3029.98216,2000,1239.06,10.6286477,3,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
470437632,46,71,61256.0,0,0,85070,,0,88,1,5.0,11964.40918,27295.55796,7678.303362,1000,1622.67,8.453769178,5,True,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False
470541312,40,84,59001.6,0,1,50044,2024-11-09,1,28,1,5.0,21082.18947,23934.36429,4372.253745,500,1354.2,11.365063,1,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
470624256,36,65,57329.6,1,0,15001,2024-05-10,1,35,1,7.0,35363.09262,49902.04408,8176.051626,500,1055.6,12.18081208,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
470686464,42,90,59819.2,1,1,80044,,1,23,1,2.0,51151.0941,34477.75744,4392.667421,1000,999.43,13.09207838,6,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False
470852352,30,66,54422.4,0,1,50057,,1,36,0,2.0,27246.44657,30057.66049,3342.506406,500,1078.65,13.30698213,5,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
470893824,73,82,68665.6,1,1,85042,,2,93,1,5.0,13187.01055,16341.51119,3641.13506,1000,1324.78,10.73588874,2,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
470914560,50,62,62572.8,1,1,50002,,1,89,1,3.0,15558.63353,28385.07663,2553.198013,500,1518.54,10.63957909,3,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
470997504,45,77,60908.8,0,0,15035,2023-10-08,0,42,1,4.0,35196.50386,22284.06915,6198.616454,2000,1239.06,7.883025106,4,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
471184128,54,59,63812.8,1,1,15025,,2,0,1,4.0,11953.49697,9112.868902,4815.269495,500,1354.2,10.03766048,4,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True
471246336,46,82,61240.0,0,1,20158,2024-05-01,2,99,1,4.0,43934.65394,13023.2816,6810.895238,500,1055.6,9.753268695,7,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False
471329280,43,63,60192.0,1,0,50057,,0,51,0,2.0,15165.81719,26328.94504,5462.95017,2000,1155.97,10.90288833,6,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
471391488,37,84,57784.0,0,1,80022,2023-03-01,0,50,1,3.0,15376.2148,33324.58196,4271.43893,1000,1726.91,10.97143984,4,True,False,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True
471453696,43,87,60158.4,1,0,20117,2023-08-05,0,1,0,1.0,50368.54163,17433.1576,3177.207359,500,1232.57,7.771317091,6,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
471474432,61,69,65806.4,1,1,20108,2023-04-09,0,86,1,2.0,18672.52516,19637.70272,3111.475665,500,1078.65,10.37408337,0,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
471495168,57,78,64720.0,0,1,0,,0,100,1,6.0,21991.35716,14925.72632,3908.985187,1000,1324.78,10.84488992,7,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
471619584,50,62,62574.4,1,0,50008,,0,6,0,4.0,9883.909079,61104.49098,6867.950581,2000,1246.68,9.106818997,1,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
471681792,40,76,59014.4,1,0,20101,,0,8,0,8.0,23297.79915,15918.71549,3715.302889,500,1082.36,11.13182953,2,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
471806208,39,63,58606.4,0,1,20158,,0,1,0,3.0,20069.11516,19131.80207,6242.197138,500,1055.6,11.44734355,1,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
471826944,45,83,60918.4,0,1,15001,,0,50,0,5.0,8787.808794,17835.19414,7323.654884,1000,999.43,11.13063549,7,True,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
471847680,41,91,59430.4,1,0,85013,2024-12-12,0,4,0,6.0,11461.83586,21357.91841,3779.937779,2000,1155.97,10.96306622,7,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
471951360,35,76,56881.6,1,0,15025,2024-01-12,0,62,0,9.0,6469.112257,14348.90578,2678.736891,1000,1726.91,7.859380279,5,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False
471992832,47,84,61560.0,1,0,50001,2023-02-02,0,0,0,3.0,13501.63403,7438.358817,4103.076032,500,1232.57,8.86402398,4,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
472324608,56,75,64414.4,0,0,80002,,1,81,0,7.0,18459.54495,22579.06999,3744.774506,2000,1246.68,6.680474676,1,False,False,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True
472469760,40,68,59036.8,1,1,80020,2024-01-04,0,46,0,6.0,10684.0445,39798.58287,12910.3009,1000,999.43,6.605738916,9,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False
472573440,35,82,56870.4,1,1,15010,,0,53,1,4.0,59388.23886,21422.55896,7581.774423,500,1232.57,12.68185179,2,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True
472656384,57,62,64688.0,0,1,50047,,0,43,1,4.0,16535.51851,34608.19566,4844.270049,500,1078.65,10.85191483,5,True,False,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
472905216,54,66,63812.8,0,0,85075,2024-12-07,0,90,1,11.0,8236.568667,36813.62022,5759.032474,1000,1324.78,10.20856443,2,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
473154048,34,80,56406.4,0,0,20129,2024-01-11,2,78,0,4.0,15038.00957,7891.192063,2702.246338,1000,1622.67,11.03143499,4,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False
473319936,36,69,57331.2,0,1,15030,2024-02-05,0,49,1,4.0,5552.642579,29325.25227,2856.779542,500,1055.6,9.837709151,4,True,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True
473382144,43,82,60177.6,1,0,15035,2024-11-08,0,26,0,4.0,11416.86341,10748.64072,6510.223252,1000,999.43,10.37871946,6,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
473444352,35,90,56880.0,1,0,50009,2024-06-12,0,36,0,6.0,5609.225121,33715.94082,4298.101591,1000,1726.91,7.32712985,8,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
473465088,51,87,82908.8,0,0,15003,,5,90,1,6.0,24782.63581,24387.65349,4692.297586,500,1232.57,11.4217421,3,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
473568768,48,86,61932.8,1,0,50046,,2,46,0,5.0,17398.36651,8300.142337,5874.212556,1000,1324.78,10.12693467,2,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
473713920,46,47,61222.4,1,0,20104,2023-07-04,0,50,0,7.0,25640.17657,16372.43493,3848.590146,1000,1622.67,9.544601752,5,True,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
473817600,67,90,67244.8,1,0,85064,,0,50,1,6.0,44981.87713,31746.1834,5192.52383,500,1082.36,11.16565223,4,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True
474170112,46,49,61264.0,1,1,50054,,0,42,1,3.0,10049.69634,21544.99382,5372.69423,2000,1155.97,8.972876682,4,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True
474356736,45,91,60918.4,1,1,50048,,1,1,0,5.0,31886.35308,9872.252916,4202.814903,500,1078.65,10.50408836,3,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False
474460416,53,97,63545.6,0,0,80044,2024-12-09,2,78,0,11.0,29746.79159,19579.57012,7900.722142,500,1518.54,10.96195733,4,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False
474564096,37,80,57774.4,1,0,20148,,0,100,0,6.0,27253.75972,15126.03931,1167.269923,2000,1246.68,8.703552923,5,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True
474812928,38,90,58201.6,1,1,20120,2023-01-08,0,14,1,7.0,11234.10458,33287.11352,3278.691005,500,1354.2,10.32841314,2,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
474895872,46,82,61283.2,1,0,85017,2024-01-12,2,77,0,2.0,17471.71895,39239.66815,10498.35528,500,1055.6,10.55701364,4,True,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False
474958080,35,96,56896.0,1,0,85015,,0,17,0,9.0,28918.82041,9466.154447,4592.046151,1000,999.43,9.852112443,5,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
475082496,40,79,59016.0,0,0,85044,2023-09-01,0,94,0,5.0,17112.67438,26522.74397,3966.635456,2000,1155.97,10.26905306,3,False,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False
475123968,30,82,54416.0,1,1,15037,,1,0,1,4.0,34095.15518,12611.62345,8756.490348,1000,1726.91,7.031882228,2,True,False,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True
475435008,56,87,64392.0,1,0,85079,,1,30,1,7.0,12209.48463,8748.62334,6460.707302,500,1078.65,13.76248478,3,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False
475476480,36,81,57326.4,1,0,15021,,1,0,1,2.0,24951.29693,14708.79282,5173.661006,500,1518.54,8.502405485,3,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False
475725312,46,57,61230.4,0,0,85070,,0,50,0,6.0,17072.54914,27885.88221,2780.482119,2000,1246.68,8.614461668,4,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False
475746048,71,88,68182.4,1,1,20147,,0,96,1,8.0,14711.6428,12846.38532,2987.967968,1000,1622.67,10.7850769,9,True,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False
475787520,46,84,61254.4,1,0,50023,,0,95,0,2.0,15532.20298,16862.47678,5323.970297,500,1082.36,8.063863903,4,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True
476160768,76,35,69288.0,0,0,50005,,0,48,0,3.0,47045.85845,27978.13589,7153.988864,500,1232.57,9.94583401,3,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True
476202240,68,74,67510.4,0,1,50055,,1,73,1,3.0,13631.30808,17273.24193,7899.807065,500,1078.65,10.26978591,5,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
476222976,47,88,61577.6,1,1,50020,,0,100,1,4.0,12037.6537,34199.76273,2520.597379,1000,1324.78,9.691543962,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
476305920,31,63,54952.0,1,1,50009,,1,95,1,6.0,13061.35932,16214.62658,1199.441764,500,1518.54,9.607335149,5,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True
476451072,25,60,51488.0,0,1,85070,,0,75,1,5.0,19580.4889,22031.42746,8874.145428,1000,1622.67,12.60931376,5,False,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
476969472,43,85,60179.2,1,0,20160,2023-09-06,0,96,0,8.0,29647.31793,6431.521212,4600.895405,500,1354.2,10.04414137,3,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
476990208,43,94,60198.4,1,1,85042,,0,34,0,2.0,84680.3268,41592.44997,5591.727243,500,1055.6,11.46715374,4,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
477093888,45,33,60892.8,0,0,20142,2023-10-06,0,5,1,4.0,38021.66989,18296.64753,5652.172554,1000,999.43,8.679135028,3,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
477218304,26,80,52097.6,1,1,85020,,0,58,1,10.0,29302.72665,16125.66864,6023.942406,500,1232.57,12.23896464,5,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
477239040,30,71,54443.2,1,0,20134,2023-04-02,0,94,0,5.0,7491.355897,39927.19372,7159.495743,500,1078.65,8.839561189,6,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True
477280512,36,78,57356.8,1,0,50047,2024-01-01,1,54,1,4.0,23099.74218,23968.33105,5185.672338,500,1518.54,8.503514657,3,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False
477404928,45,71,60865.6,0,1,80022,,0,63,0,3.0,70130.81026,25975.62853,3944.950949,2000,1246.68,8.345908488,5,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False
477446400,51,77,62894.4,0,0,50046,,1,69,0,4.0,12088.33719,31444.08784,6595.57812,1000,1622.67,9.499091646,7,True,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False
477653760,58,82,64976.0,0,1,50058,2024-02-04,0,93,1,11.0,50567.29467,30557.64731,1284.928797,500,1354.2,13.18801686,5,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
477798912,39,32,58616.0,0,0,15046,,0,50,1,7.0,15600.87499,11408.21782,6615.460812,500,1055.6,11.39793494,3,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
477964800,47,65,61606.4,0,1,80006,2023-06-01,2,71,1,5.0,24843.39621,37341.22346,5493.83157,2000,1155.97,9.793648641,7,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False
477985536,51,98,62872.0,1,0,50046,,0,95,0,6.0,33261.74806,8026.250461,5698.475296,1000,1726.91,11.43891582,4,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False
478317312,57,56,64684.8,1,1,20118,2024-11-10,0,0,0,1.0,41043.26701,11843.91482,6166.064395,2000,1246.68,9.02552504,0,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
478338048,41,83,59412.8,1,1,85013,2023-11-12,0,100,0,4.0,38194.83267,19165.49572,4226.941165,1000,1622.67,9.771980882,4,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
478441728,36,85,57323.2,1,1,80022,,0,45,0,4.0,42693.23929,28724.73114,4149.205235,1000,999.43,10.85182175,2,True,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True
478524672,73,76,68656.0,1,1,20140,2024-07-03,1,52,0,5.0,8734.529443,25000.65622,4728.939792,2000,1155.97,13.37957184,5,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
478545408,38,88,58192.0,0,0,20105,,0,57,0,2.0,14687.37136,14319.88039,8046.243443,1000,1726.91,10.63652542,6,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
478628352,53,69,63547.2,1,1,20116,,0,79,0,5.0,15330.36785,18929.01644,3012.16039,500,1232.57,12.32490246,3,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True
478649088,45,86,60907.2,1,0,80007,2024-07-03,0,44,1,3.0,34496.18201,30085.28755,4080.591536,500,1078.65,8.884975023,3,True,False,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False
478794240,42,88,79776.0,0,1,50039,,0,0,1,10.0,32735.97637,39875.05038,4514.112086,500,1518.54,12.95531194,3,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
478918656,37,38,57785.6,1,0,20119,,0,93,1,6.0,43881.26896,9173.7979,9314.361032,2000,1246.68,7.865151471,5,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
478939392,49,74,62288.0,1,1,15043,,0,37,1,4.0,7439.950704,10577.1438,2065.999768,1000,1622.67,10.01810075,8,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False
478980864,55,77,64097.6,1,0,20117,,0,67,1,5.0,17729.82048,14575.76424,5708.849263,500,1082.36,10.66353357,2,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False
479001600,35,71,29634.24,0,1,15047,,0,47,0,3.0,9215.727607,15015.9818,4505.161889,500,1354.2,9.698803758,6,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True
479167488,44,57,84763.84,0,1,50021,,0,93,0,4.0,21179.35774,11585.73624,6683.565507,1000,1726.91,5.574051927,3,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False
479271168,35,89,79649.92,1,1,15006,,0,52,1,4.0,30028.15765,21873.34821,4043.327279,1000,1324.78,10.1952619,2,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
479416320,46,80,85751.68,1,1,50021,2024-10-09,0,51,0,6.0,16380.33414,25776.40832,4501.253847,500,1518.54,9.096858469,6,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False
479437056,30,56,76204.8,1,0,15003,2023-12-01,0,1,1,6.0,9011.544434,6751.554243,4494.859365,2000,1239.06,8.879861619,7,True,False,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
479457792,43,80,24275.52,1,0,15046,,1,23,1,4.0,14632.11148,23099.54025,9096.942754,2000,1246.68,10.02008462,7,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
479561472,62,81,92420.16,1,1,85044,,0,88,0,5.0,28055.99305,49362.42426,7803.382346,1000,1622.67,9.093771672,2,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False
479644416,35,78,79623.04,1,0,15017,2024-01-01,1,100,0,6.0,10137.98197,18242.40002,5347.011006,500,1082.36,9.120891953,4,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False
479685888,41,69,83200.32,0,1,80025,,1,20,1,1.0,17519.84511,22587.07623,2800.75592,500,1055.6,12.27542279,1,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False
479706624,56,72,90157.76,0,0,20122,,0,7,0,6.0,15193.57884,6983.752426,8353.941009,1000,999.43,11.12947744,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
479727360,52,85,88477.76,1,0,85008,2024-01-06,0,77,1,2.0,32810.47801,38146.19902,8696.047288,2000,1155.97,7.182298949,1,True,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False
479748096,52,76,88491.2,1,0,85065,,0,34,1,7.0,12181.53145,30940.88219,4047.557238,1000,1726.91,10.2840959,5,True,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True
479789568,36,66,20272.64,1,1,85060,,2,43,0,0.0,30413.84828,23971.0194,3775.258576,500,1078.65,8.552642977,9,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True
